"epoch","training loss","validation loss"
"268","0.0756662","0"
"269","0.0756582","0"
"270","0.0756567","0"
"271","0.07567","0"
"272","0.0756746","0"
"273","0.0756572","0"
"274","0.0756598","0"
"275","0.0756548","0"
"276","0.075661","0"
"277","0.0756502","0"
"278","0.0756948","0"
"279","0.0756745","0"
"280","0.0756709","0"
"281","0.0756605","0"
"282","0.0756596","0"
"283","0.0756717","0"
"284","0.0756808","0"
"285","0.0756657","0"
"286","0.0756854","0"
"287","0.0756805","0"
"288","0.0756619","0"
"289","0.0756708","0"
"290","0.0756748","0"
"291","0.0756814","0"
"292","0.075656","0"
"293","0.0756738","0"
"294","0.0756513","0"
"295","0.0756661","0"
"296","0.0756546","0"
"297","0.0756566","0"
"298","0.0756758","0"
"299","0.0756612","0"
"300","0.0756539","0"
"301","0.0756459","0"
"302","0.0756627","0"
"303","0.0756452","0"
"304","0.0756616","0"
"305","0.0756605","0"
"306","0.0756641","0"
"307","0.0756714","0"
"308","0.0756584","0"
"309","0.0756767","0"
"310","0.0756541","0"
"311","0.0756526","0"
"312","0.0756662","0"
"313","0.075639","0"
"314","0.0756715","0"
"315","0.0756699","0"
"316","0.075656","0"
"317","0.075655","0"
"318","0.0756429","0"
"319","0.0756521","0"
"320","0.0756666","0"
"321","0.075649","0"
"322","0.0756646","0"
"323","0.0756611","0"
"324","0.0756698","0"
"325","0.0756646","0"
"326","0.0756641","0"
"327","0.0756522","0"
"328","0.0756582","0"
"329","0.0756649","0"
"330","0.0756414","0"
"331","0.0756491","0"
"332","0.0756435","0"
"333","0.0756563","0"
"334","0.0756644","0"
"335","0.0756729","0"
"336","0.0756664","0"
"337","0.0756454","0"
"338","0.0756619","0"
"339","0.075651","0"
"340","0.0756547","0"
"341","0.0756779","0"
"342","0.0756427","0"
"343","0.0756616","0"
"344","0.0756477","0"
"345","0.0756478","0"
"346","0.0756537","0"
"347","0.0756703","0"
"348","0.075649","0"
"349","0.0756606","0"
"350","0.0756414","0"
"351","0.0756437","0"
"352","0.0756626","0"
"353","0.0756569","0"
"354","0.0756507","0"
"355","0.0756786","0"
"356","0.0756515","0"
"357","0.0756457","0"
"358","0.0756527","0"
"359","0.0756722","0"
"360","0.075659","0"
"361","0.0756658","0"
"362","0.0756388","0"
"363","0.0756416","0"
"364","0.0756716","0"
"365","0.0756553","0"
"366","0.0756732","0"
"367","0.0756485","0"
"368","0.0756391","0"
"369","0.075657","0"
"370","0.0756589","0"
"371","0.0756599","0"
"372","0.0756701","0"
"373","0.075648","0"
"374","0.0756749","0"
"375","0.0756589","0"
"376","0.0756655","0"
"377","0.0756395","0"
"378","0.0756328","0"
"379","0.0756484","0"
"380","0.0756492","0"
"381","0.0756485","0"
"382","0.0756644","0"
"383","0.0756594","0"
"384","0.0756571","0"
"385","0.0756497","0"
"386","0.0756353","0"
"387","0.0756476","0"
"388","0.0756566","0"
"389","0.0756552","0"
"390","0.0756685","0"
"391","0.0756446","0"
"392","0.0756484","0"
"393","0.0756342","0"
"394","0.0756424","0"
"395","0.0756711","0"
"396","0.0756541","0"
"397","0.0756345","0"
"398","0.0756449","0"
"399","0.0756384","0"
"400","0.0756437","0"
"401","0.0756284","0"
"402","0.0756088","0"
"403","0.0756186","0"
"404","0.0755909","0"
"405","0.0755827","0"
"406","0.0756109","0"
"407","0.0755865","0"
"408","0.0756085","0"
"409","0.0756164","0"
"410","0.0756082","0"
"411","0.075602","0"
"412","0.0755911","0"
"413","0.075588","0"
"414","0.07561","0"
"415","0.0755974","0"
"416","0.0755848","0"
"417","0.0755923","0"
"418","0.0755902","0"
"419","0.0755791","0"
"420","0.0755983","0"
"421","0.0755842","0"
"422","0.0755936","0"
"423","0.0755771","0"
"424","0.0755739","0"
"425","0.075595","0"
"426","0.0755764","0"
"427","0.0755762","0"
"428","0.0755844","0"
"429","0.0755925","0"
"430","0.0755916","0"
"431","0.0755812","0"
"432","0.0756084","0"
"433","0.0755794","0"
"434","0.0755792","0"
"435","0.0755914","0"
"436","0.0755741","0"
"437","0.0755963","0"
"438","0.0755857","0"
"439","0.0755958","0"
"440","0.0755883","0"
"441","0.0755669","0"
"442","0.0755698","0"
"443","0.0755885","0"
"444","0.075586","0"
"445","0.0755892","0"
"446","0.0755888","0"
"447","0.0755886","0"
"448","0.0755955","0"
"449","0.0755848","0"
"450","0.0755901","0"
"451","0.0755911","0"
"452","0.0755911","0"
"453","0.0755686","0"
"454","0.0755861","0"
"455","0.0755655","0"
"456","0.0755753","0"
"457","0.0755857","0"
"458","0.0756048","0"
"459","0.0755908","0"
"460","0.0755941","0"
"461","0.075581","0"
"462","0.0755692","0"
"463","0.0755837","0"
"464","0.0755966","0"
"465","0.0755915","0"
"466","0.0755869","0"
"467","0.0755699","0"
"468","0.0755765","0"
"469","0.0755824","0"
"470","0.0755984","0"
"471","0.0755776","0"
"472","0.0755893","0"
"473","0.075568","0"
"474","0.0755853","0"
"475","0.0755857","0"
"476","0.0755839","0"
"477","0.0755794","0"
"478","0.0755988","0"
"479","0.0755975","0"
"480","0.0755684","0"
"481","0.0755876","0"
"482","0.0755969","0"
"483","0.0755792","0"
"484","0.0756066","0"
"485","0.0755756","0"
"486","0.0755727","0"
"487","0.0755858","0"
"488","0.0756021","0"
"489","0.0755828","0"
"490","0.075602","0"
"491","0.0755812","0"
"492","0.0755691","0"
"493","0.0755792","0"
"494","0.0755928","0"
"495","0.0755973","0"
"496","0.0755894","0"
"497","0.0756067","0"
"498","0.0755871","0"
"499","0.0755964","0"
"500","0.0755773","0"
